2008,1,19,6,706,650,849,810,AA,315,N3CXAA,163,140,127,39,16,ATL,DFW,732,20,16,0,,0,0,16,23,0,0
2008,1,20,7,705,650,848,810,AA,315,N3BDAA,163,140,119,38,15,ATL,DFW,732,26,18,0,,0,0,15,23,0,0
2008,1,27,7,705,650,840,810,AA,315,N3BBAA,155,140,126,30,15,ATL,DFW,732,14,15,0,,0,0,15,15,0,0
2008,1,2,3,1246,1210,1424,1340,AA,477,N471AA,158,150,120,44,36,ATL,DFW,732,11,27,0,,0,0,22,8,0,14
2008,1,8,2,1245,1210,1401,1340,AA,477,N297AA,136,150,116,21,35,ATL,DFW,732,10,10,0,,0,0,0,2,0,19
2008,1,9,3,1226,1210,1338,1340,AA,477,N401AA,132,150,110,-2,16,ATL,DFW,732,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,10,4,1230,1210,1352,1340,AA,477,N255AA,142,150,121,12,20,ATL,DFW,732,4,17,0,,0,NA,NA,NA,NA,NA
2008,1,28,1,1230,1210,1409,1340,AA,477,N557AA,159,150,125,29,20,ATL,DFW,732,13,21,0,,0,0,0,9,0,20
2008,1,31,4,1318,1210,1503,1340,AA,477,N255AA,165,150,134,83,68,ATL,DFW,732,11,20,0,,0,0,0,16,0,67
2008,1,2,3,1617,1600,1741,1730,AA,565,N537AA,144,150,115,11,17,ATL,DFW,732,12,17,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1616,1600,1741,1730,AA,565,N422AA,145,150,112,11,16,ATL,DFW,732,18,15,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1635,1600,1808,1730,AA,565,N258AA,153,150,115,38,35,ATL,DFW,732,21,17,0,,0,16,0,3,0,19
2008,1,15,2,1643,1600,1814,1730,AA,565,N4WYAA,151,150,126,44,43,ATL,DFW,732,9,16,0,,0,43,0,1,0,0
2008,1,16,3,1627,1600,1918,1730,AA,565,N491AA,231,150,130,108,27,ATL,DFW,732,9,92,0,,0,0,27,81,0,0
2008,1,17,4,1621,1600,1825,1730,AA,565,N415AA,184,150,123,55,21,ATL,DFW,732,29,32,0,,0,20,0,34,0,1
2008,1,18,5,1617,1600,1758,1730,AA,565,N587AA,161,150,127,28,17,ATL,DFW,732,20,14,0,,0,11,0,11,0,6
2008,1,25,5,1702,1600,1845,1730,AA,565,N419AA,163,150,133,75,62,ATL,DFW,732,11,19,0,,0,12,0,13,0,50
2008,1,2,3,1139,1055,1332,1250,AA,1039,N3ARAA,113,115,90,42,44,ATL,MIA,595,4,19,0,,0,25,0,0,0,17
2008,1,5,6,1220,1055,1357,1250,AA,1039,N3CTAA,97,115,80,67,85,ATL,MIA,595,3,14,0,,0,13,0,0,0,54
2008,1,8,2,1148,1055,1328,1250,AA,1039,N3ATAA,100,115,83,38,53,ATL,MIA,595,4,13,0,,0,0,0,0,0,38
2008,1,17,4,1128,1055,1310,1250,AA,1039,N3CLAA,102,115,84,20,33,ATL,MIA,595,4,14,0,,0,0,13,0,0,7
2008,1,18,5,1111,1055,1303,1250,AA,1039,N3CCAA,112,115,88,13,16,ATL,MIA,595,5,19,0,,0,NA,NA,NA,NA,NA
2008,1,31,4,1116,1055,1303,1250,AA,1039,N3CSAA,107,115,83,13,21,ATL,MIA,595,9,15,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,2053,2010,2156,2140,AA,1129,N579AA,123,150,110,16,43,ATL,DFW,732,3,10,0,,0,2,0,0,0,14
2008,1,13,7,2043,2010,2203,2140,AA,1129,N426AA,140,150,125,23,33,ATL,DFW,732,4,11,0,,0,8,0,0,0,15
2008,1,14,1,2025,2005,2205,2135,AA,1129,N443AA,160,150,132,30,20,ATL,DFW,732,13,15,0,,0,0,0,14,0,16
2008,1,17,4,2111,2005,2230,2135,AA,1129,N4WUAA,139,150,124,55,66,ATL,DFW,732,5,10,0,,0,0,0,2,0,53
2008,1,24,4,2022,2005,2150,2135,AA,1129,N470AA,148,150,126,15,17,ATL,DFW,732,8,14,0,,0,0,13,0,0,2
2008,1,25,5,2050,2005,2205,2135,AA,1129,N513AA,135,150,118,30,45,ATL,DFW,732,4,13,0,,0,0,0,0,0,30
2008,1,27,7,2027,2010,2219,2140,AA,1129,N547AA,172,150,113,39,17,ATL,DFW,732,33,26,0,,0,0,0,22,0,17
2008,1,28,1,2040,2005,2157,2135,AA,1129,N4UCAA,137,150,117,22,35,ATL,DFW,732,6,14,0,,0,0,0,0,0,22
2008,1,31,4,2035,2005,2200,2135,AA,1129,N279AA,145,150,115,25,30,ATL,DFW,732,9,21,0,,0,11,0,0,0,14
2008,1,3,4,644,615,855,820,AA,1142,N411AA,131,125,113,35,29,ATL,LGA,761,8,10,0,,0,0,29,6,0,0
2008,1,30,3,639,615,845,820,AA,1142,N574AA,126,125,108,25,24,ATL,LGA,761,3,15,0,,0,24,0,1,0,0
2008,1,3,4,1935,1855,2101,2030,AA,1167,N523AA,146,155,113,31,40,ATL,DFW,732,18,15,0,,0,0,0,8,0,23
2008,1,14,1,1917,1855,2053,2030,AA,1167,N476AA,156,155,134,23,22,ATL,DFW,732,4,18,0,,0,0,0,1,0,22
2008,1,17,4,1920,1855,2055,2030,AA,1167,N506AA,155,155,126,25,25,ATL,DFW,732,14,15,0,,0,22,0,0,0,3
2008,1,18,5,1916,1855,2056,2030,AA,1167,N501AA,160,155,124,26,21,ATL,DFW,732,8,28,0,,0,0,0,5,0,21
2008,1,20,7,1927,1855,2048,2030,AA,1167,N534AA,141,155,119,18,32,ATL,DFW,732,7,15,0,,0,0,0,0,0,18
2008,1,29,2,1923,1855,2058,2030,AA,1167,N508AA,155,155,129,28,28,ATL,DFW,732,13,13,0,,0,0,0,0,0,28
2008,1,31,4,1913,1855,2127,2030,AA,1167,N469AA,194,155,124,57,18,ATL,DFW,732,35,35,0,,0,0,9,39,0,9
2008,1,2,3,1050,855,1212,1025,AA,1209,N597AA,142,150,119,107,115,ATL,DFW,732,7,16,0,,0,107,0,0,0,0
2008,1,15,2,922,855,1100,1025,AA,1209,N540AA,158,150,120,35,27,ATL,DFW,732,8,30,0,,0,27,0,8,0,0
2008,1,22,2,948,855,1117,1025,AA,1209,N467AA,149,150,125,52,53,ATL,DFW,732,10,14,0,,0,52,0,0,0,0
2008,1,23,3,1003,855,1133,1025,AA,1209,N251AA,150,150,124,68,68,ATL,DFW,732,7,19,0,,0,68,0,0,0,0
2008,1,29,2,938,855,1136,1025,AA,1209,N573AA,178,150,143,71,43,ATL,DFW,732,9,26,0,,0,43,0,28,0,0
2008,1,31,4,916,855,1054,1025,AA,1209,N246AA,158,150,128,29,21,ATL,DFW,732,10,20,0,,0,21,0,8,0,0
2008,1,1,2,1957,1820,2152,1940,AA,1348,N408AA,175,140,101,132,97,ATL,ORD,606,63,11,0,,0,0,0,54,0,78
2008,1,2,3,1916,1820,2040,1940,AA,1348,N279AA,144,140,109,60,56,ATL,ORD,606,9,26,0,,0,0,0,14,0,46
2008,1,6,7,1909,1820,2017,1940,AA,1348,N493AA,128,140,101,37,49,ATL,ORD,606,7,20,0,,0,0,0,7,0,30
2008,1,7,1,2128,1820,2354,1940,AA,1348,N529AA,206,140,185,254,188,ATL,ORD,606,7,14,0,,0,0,0,180,0,74
2008,1,8,2,2048,1820,2222,1940,AA,1348,N546AA,154,140,103,162,148,ATL,ORD,606,7,44,0,,0,0,0,162,0,0
2008,1,10,4,1949,1820,2059,1940,AA,1348,N470AA,130,140,104,79,89,ATL,ORD,606,7,19,0,,0,0,0,79,0,0
2008,1,14,1,1919,1820,2131,1940,AA,1348,N529AA,192,140,129,111,59,ATL,ORD,606,6,57,0,,0,0,0,111,0,0
2008,1,15,2,1842,1820,2002,1940,AA,1348,N420AA,140,140,112,22,22,ATL,ORD,606,13,15,0,,0,0,0,22,0,0
2008,1,18,5,1918,1820,2041,1940,AA,1348,N251AA,143,140,102,61,58,ATL,ORD,606,6,35,0,,0,0,0,61,0,0
2008,1,21,1,1917,1820,2220,1940,AA,1348,N432AA,243,140,131,160,57,ATL,ORD,606,11,101,0,,0,0,0,122,0,38
2008,1,22,2,1942,1820,2148,1940,AA,1348,N504AA,186,140,108,128,82,ATL,ORD,606,9,69,0,,0,0,0,96,0,32
2008,1,25,5,1847,1820,2030,1940,AA,1348,N218AA,163,140,108,50,27,ATL,ORD,606,21,34,0,,0,0,0,50,0,0
2008,1,28,1,2017,1820,2117,1940,AA,1348,N486AA,120,140,94,97,117,ATL,ORD,606,6,20,0,,0,0,0,45,0,52
2008,1,14,1,1834,1700,2002,1830,AA,1367,N410AA,148,150,128,92,94,ATL,DFW,732,7,13,0,,0,92,0,0,0,0
2008,1,17,4,1757,1700,1954,1830,AA,1367,N456AA,177,150,119,84,57,ATL,DFW,732,22,36,0,,0,57,0,27,0,0
